id,label
9798,4
9799,3
9800,4
9801,4
9802,4
9803,3
9804,2
9805,4
9806,3
9807,0
9808,6
9809,3
9810,5
9811,6
9812,0
9813,6
9814,3
9815,3
9816,4
9817,3
9818,0
9819,4
9820,3
9821,6
9822,6
9823,3
9824,3
9825,5
9826,5
9827,4
9828,4
9829,2
9830,5
9831,5
9832,4
9833,5
9834,3
9835,4
9836,3
9837,6
9838,3
9839,0
9840,3
9841,0
9842,3
9843,2
9844,3
9845,4
9846,3
9847,0
9848,6
9849,3
9850,6
9851,2
9852,3
9853,2
9854,3
9855,5
9856,2
9857,3
9858,2
9859,4
9860,3
9861,3
9862,1
9863,4
9864,5
9865,0
9866,6
9867,4
9868,3
9869,2
9870,4
9871,5
9872,0
9873,4
9874,3
9875,4
9876,5
9877,5
9878,3
9879,6
9880,6
9881,0
9882,0
9883,6
9884,5
9885,4
9886,3
9887,3
9888,3
9889,3
9890,0
9891,0
9892,1
9893,3
9894,3
9895,0
9896,0
9897,0
9898,6
9899,6
9900,6
9901,3
9902,6
9903,5
9904,0
9905,2
9906,3
9907,3
9908,0
9909,0
9910,2
9911,3
9912,3
9913,5
9914,5
9915,6
9916,6
9917,6
9918,5
9919,5
9920,3
9921,0
9922,6
9923,2
9924,4
9925,0
9926,2
9927,3
9928,6
9929,0
9930,6
9931,5
9932,4
9933,0
9934,4
9935,5
9936,2
9937,0
9938,4
9939,6
9940,5
9941,0
9942,1
9943,4
9944,4
9945,6
9946,2
9947,6
9948,3
9949,6
9950,4
9951,3
9952,6
9953,0
9954,3
9955,3
9956,4
9957,2
9958,2
9959,0
9960,3
9961,6
9962,3
9963,5
9964,5
9965,0
9966,3
9967,4
9968,1
9969,4
9970,6
9971,2
9972,4
9973,4
9974,4
9975,3
9976,5
9977,0
9978,4
9979,2
9980,0
9981,0
9982,4
9983,3
9984,6
9985,6
9986,6
9987,4
9988,6
9989,3
9990,2
9991,0
9992,5
9993,5
9994,3
9995,5
9996,6
9997,3
9998,4
9999,3
